Time Serie,,,EU/US,EU change %,EU c change %,,,UK/US,UK change %,UK c change %,,,INDIA/US,INDIAchange %,INDIA c change %,,,SRLNK/US,SRLNK change %,SRLNK c change %
10/28/09,,,0.6774,0.40%,-32.06%,,,0.6107,-0.25%,4.29%,,,47.16,0.49%,9.83%,,,114.8,-0.02%,47.51%
10/29/09,,,0.6748,-0.38%,-32.45%,,,0.6039,-1.11%,3.17%,,,47.18,0.04%,9.87%,,,114.78,-0.02%,47.49%
10/30/09,,,0.6777,0.43%,-32.02%,,,0.6068,0.48%,3.65%,,,46.9,-0.59%,9.28%,,,114.75,-0.03%,47.46%
11/2/09,,,0.6744,-0.49%,-32.51%,,,0.6094,0.43%,4.08%,,,46.81,-0.19%,9.09%,,,114.75,0.00%,47.46%
11/3/09,,,0.6822,1.16%,-31.35%,,,0.6104,0.16%,4.25%,,,47.37,1.20%,10.29%,,,114.78,0.03%,47.49%
11/4/09,,,0.674,-1.20%,-32.55%,,,0.6035,-1.13%,3.12%,,,46.94,-0.91%,9.38%,,,114.78,0.00%,47.49%
11/5/09,,,0.6731,-0.13%,-32.68%,,,0.6037,0.03%,3.15%,,,46.93,-0.02%,9.36%,,,114.8,0.02%,47.51%
11/6/09,,,0.6741,0.15%,-32.54%,,,0.6029,-0.13%,3.02%,,,46.83,-0.21%,9.14%,,,114.8,0.00%,47.51%
11/9/09,,,0.6667,-1.10%,-33.63%,,,0.5981,-0.80%,2.22%,,,46.36,-1.00%,8.14%,,,114.65,-0.13%,47.38%
11/10/09,,,0.6684,0.25%,-33.38%,,,0.5995,0.23%,2.46%,,,46.3,-0.13%,8.01%,,,114.35,-0.26%,47.12%
11/12/09,,,0.6727,0.64%,-32.74%,,,0.6045,0.83%,3.29%,,,46.6,0.65%,8.66%,,,114.45,0.09%,47.20%
11/13/09,,,0.6718,-0.13%,-32.87%,,,0.6003,-0.69%,2.59%,,,46.24,-0.77%,7.89%,,,114.45,0.00%,47.20%
11/16/09,,,0.6677,-0.61%,-33.48%,,,0.5954,-0.82%,1.78%,,,46.06,-0.39%,7.50%,,,114.35,-0.09%,47.12%
11/17/09,,,0.6743,0.99%,-32.49%,,,0.5964,0.17%,1.95%,,,46.2,0.30%,7.80%,,,114.25,-0.09%,47.03%
11/18/09,,,0.6671,-1.07%,-33.56%,,,0.5968,0.07%,2.01%,,,46.2,0.00%,7.80%,,,114.2,-0.04%,46.98%
11/19/09,,,0.6709,0.57%,-32.99%,,,0.6003,0.59%,2.60%,,,46.73,1.15%,8.95%,,,114.24,0.04%,47.02%
11/20/09,,,0.6725,0.24%,-32.75%,,,0.605,0.78%,3.38%,,,46.63,-0.21%,8.73%,,,114.22,-0.02%,47.00%
11/23/09,,,0.6681,-0.65%,-33.40%,,,0.6024,-0.43%,2.95%,,,46.4,-0.49%,8.24%,,,114.5,0.25%,47.25%
11/24/09,,,0.6695,0.21%,-33.20%,,,0.6032,0.13%,3.09%,,,46.31,-0.19%,8.05%,,,114.35,-0.13%,47.12%
11/25/09,,,0.6629,-0.99%,-34.18%,,,0.5998,-0.56%,2.52%,,,46.18,-0.28%,7.77%,,,114.4,0.04%,47.16%
11/27/09,,,0.6683,0.81%,-33.37%,,,0.6063,1.08%,3.61%,,,46.55,0.80%,8.57%,,,114.53,0.11%,47.27%
11/30/09,,,0.6669,-0.21%,-33.58%,,,0.6094,0.51%,4.12%,,,46.44,-0.24%,8.33%,,,114.37,-0.14%,47.13%
12/1/09,,,0.6623,-0.69%,-34.27%,,,0.6015,-1.30%,2.82%,,,46.21,-0.50%,7.83%,,,114.37,0.00%,47.13%
12/2/09,,,0.6641,0.27%,-33.99%,,,0.6009,-0.10%,2.72%,,,46.24,0.07%,7.90%,,,114.1,-0.24%,46.90%
12/3/09,,,0.6631,-0.15%,-34.14%,,,0.6032,0.38%,3.10%,,,46,-0.52%,7.38%,,,114.2,0.09%,46.98%
12/4/09,,,0.6718,1.31%,-32.83%,,,0.6055,0.38%,3.49%,,,46.1,0.22%,7.60%,,,114.3,0.09%,47.07%
12/7/09,,,0.6748,0.45%,-32.39%,,,0.6087,0.53%,4.01%,,,46.45,0.76%,8.36%,,,114.4,0.09%,47.16%
12/8/09,,,0.6784,0.53%,-31.85%,,,0.6134,0.77%,4.79%,,,46.6,0.32%,8.68%,,,114.2,-0.17%,46.99%
12/9/09,,,0.6791,0.10%,-31.75%,,,0.6157,0.37%,5.16%,,,46.51,-0.19%,8.49%,,,114.2,0.00%,46.99%
12/10/09,,,0.6795,0.06%,-31.69%,,,0.6151,-0.10%,5.06%,,,46.5,-0.02%,8.47%,,,114.25,0.04%,47.03%
12/11/09,,,0.6849,0.79%,-30.90%,,,0.6159,0.13%,5.19%,,,46.47,-0.07%,8.40%,,,114.3,0.04%,47.07%
12/14/09,,,0.6828,-0.31%,-31.20%,,,0.6141,-0.29%,4.90%,,,46.65,0.39%,8.79%,,,114.4,0.09%,47.16%
12/15/09,,,0.689,0.91%,-30.29%,,,0.616,0.31%,5.21%,,,46.7,0.11%,8.90%,,,114.3,-0.09%,47.07%
12/16/09,,,0.686,-0.44%,-30.73%,,,0.6109,-0.83%,4.38%,,,46.57,-0.28%,8.62%,,,114.2,-0.09%,46.99%
12/17/09,,,0.6985,1.82%,-28.91%,,,0.6198,1.46%,5.84%,,,46.85,0.60%,9.22%,,,114.2,0.00%,46.99%
12/18/09,,,0.7002,0.24%,-28.66%,,,0.6218,0.32%,6.16%,,,46.69,-0.34%,8.88%,,,114.25,0.04%,47.03%
12/21/09,,,0.6984,-0.26%,-28.92%,,,0.6218,0.00%,6.16%,,,46.8,0.24%,9.11%,,,114.35,0.09%,47.12%
12/22/09,,,0.7021,0.53%,-28.39%,,,0.6267,0.79%,6.95%,,,46.78,-0.04%,9.07%,,,114.3,-0.04%,47.07%
12/23/09,,,0.6973,-0.68%,-29.07%,,,0.6268,0.02%,6.97%,,,46.8,0.04%,9.11%,,,114.3,0.00%,47.07%
12/24/09,,,0.696,-0.19%,-29.26%,,,0.6273,0.08%,7.05%,,,46.72,-0.17%,8.94%,,,114.3,0.00%,47.07%
12/28/09,,,0.6948,-0.17%,-29.43%,,,0.625,-0.37%,6.68%,,,46.44,-0.60%,8.34%,,,114.32,0.02%,47.09%
12/29/09,,,0.6966,0.26%,-29.17%,,,0.6292,0.67%,7.35%,,,46.56,0.26%,8.60%,,,114.3,-0.02%,47.07%
12/30/09,,,0.6985,0.27%,-28.90%,,,0.6231,-0.97%,6.38%,,,46.56,0.00%,8.60%,,,114.35,0.04%,47.12%
12/31/09,,,0.6977,-0.11%,-29.02%,,,0.6185,-0.74%,5.64%,,,46.4,-0.34%,8.26%,,,114.35,0.00%,47.12%
1/4/10,,,0.6935,-0.60%,-29.62%,,,0.6208,0.37%,6.02%,,,46.27,-0.28%,7.98%,,,114.4,0.04%,47.16%
1/5/10,,,0.6943,0.12%,-29.50%,,,0.6246,0.61%,6.63%,,,46.13,-0.30%,7.67%,,,114.3,-0.09%,47.07%
1/6/10,,,0.6943,0.00%,-29.50%,,,0.6244,-0.03%,6.60%,,,45.72,-0.89%,6.79%,,,114.3,0.00%,47.07%
1/7/10,,,0.6986,0.62%,-28.88%,,,0.6285,0.66%,7.25%,,,45.67,-0.11%,6.68%,,,114.27,-0.03%,47.05%
1/8/10,,,0.6965,-0.30%,-29.18%,,,0.6253,-0.51%,6.74%,,,45.5,-0.37%,6.30%,,,114.35,0.07%,47.12%
1/11/10,,,0.6879,-1.23%,-30.42%,,,0.6193,-0.96%,5.78%,,,45.35,-0.33%,5.97%,,,114.3,-0.04%,47.07%
1/12/10,,,0.6886,0.10%,-30.32%,,,0.618,-0.21%,5.57%,,,45.6,0.55%,6.53%,,,114.25,-0.04%,47.03%
1/13/10,,,0.69,0.20%,-30.11%,,,0.6139,-0.66%,4.91%,,,45.47,-0.29%,6.24%,,,114.35,0.09%,47.12%
1/14/10,,,0.6907,0.10%,-30.01%,,,0.6127,-0.20%,4.71%,,,45.55,0.18%,6.42%,,,114.35,0.00%,47.12%
1/15/10,,,0.6956,0.71%,-29.30%,,,0.6158,0.51%,5.22%,,,45.8,0.55%,6.97%,,,114.2,-0.13%,46.99%
1/19/10,,,0.7008,0.75%,-28.56%,,,0.6109,-0.80%,4.43%,,,45.84,0.09%,7.05%,,,114.2,0.00%,46.99%
1/20/10,,,0.7095,1.24%,-27.31%,,,0.614,0.51%,4.93%,,,46.1,0.57%,7.62%,,,114.35,0.13%,47.12%
1/21/10,,,0.7089,-0.08%,-27.40%,,,0.6168,0.46%,5.39%,,,46.1,0.00%,7.62%,,,114.35,0.00%,47.12%
1/22/10,,,0.7065,-0.34%,-27.74%,,,0.6203,0.57%,5.96%,,,46.21,0.24%,7.86%,,,114.3,-0.04%,47.07%
1/25/10,,,0.7069,0.06%,-27.68%,,,0.6159,-0.71%,5.25%,,,46.06,-0.33%,7.53%,,,114.35,0.04%,47.12%
1/26/10,,,0.7111,0.59%,-27.09%,,,0.6208,0.80%,6.04%,,,ND,#VALUE!,#VALUE!,,,114.47,0.10%,47.22%
1/27/10,,,0.7116,0.07%,-27.02%,,,0.6171,-0.60%,5.45%,,,46.3,#VALUE!,#VALUE!,,,114.5,0.03%,47.25%
1/28/10,,,0.7146,0.42%,-26.59%,,,0.6157,-0.23%,5.22%,,,46.35,0.11%,#VALUE!,,,114.63,0.11%,47.36%
1/29/10,,,0.721,0.90%,-25.70%,,,0.6246,1.45%,6.66%,,,46.08,-0.58%,#VALUE!,,,114.6,-0.03%,47.34%
2/1/10,,,0.7192,-0.25%,-25.95%,,,0.628,0.54%,7.21%,,,46.27,0.41%,#VALUE!,,,114.6,0.00%,47.34%
2/2/10,,,0.7166,-0.36%,-26.31%,,,0.6263,-0.27%,6.94%,,,46.11,-0.35%,#VALUE!,,,114.65,0.04%,47.38%
2/3/10,,,0.7191,0.35%,-25.96%,,,0.6283,0.32%,7.26%,,,45.97,-0.30%,#VALUE!,,,114.55,-0.09%,47.29%
2/4/10,,,0.7268,1.07%,-24.89%,,,0.6344,0.97%,8.23%,,,46.21,0.52%,#VALUE!,,,114.55,0.00%,47.29%
2/5/10,,,0.7349,1.11%,-23.78%,,,0.6402,0.91%,9.14%,,,46.72,1.10%,#VALUE!,,,114.65,0.09%,47.38%
2/8/10,,,0.73,-0.67%,-24.44%,,,0.639,-0.19%,8.96%,,,46.79,0.15%,#VALUE!,,,114.65,0.00%,47.38%
2/9/10,,,0.7249,-0.70%,-25.14%,,,0.6378,-0.19%,8.77%,,,46.49,-0.64%,#VALUE!,,,114.7,0.04%,47.42%
2/10/10,,,0.7288,0.54%,-24.60%,,,0.6408,0.47%,9.24%,,,46.36,-0.28%,#VALUE!,,,114.65,-0.04%,47.38%
2/11/10,,,0.7331,0.59%,-24.01%,,,0.638,-0.44%,8.80%,,,46.39,0.07%,#VALUE!,,,114.7,0.04%,47.42%
2/12/10,,,0.7339,0.11%,-23.90%,,,0.6382,0.03%,8.83%,,,46.44,0.11%,#VALUE!,,,114.65,-0.04%,47.38%
2/16/10,,,0.7277,-0.84%,-24.75%,,,0.6356,-0.41%,8.43%,,,45.99,-0.97%,#VALUE!,,,114.4,-0.22%,47.16%
2/17/10,,,0.7341,0.88%,-23.87%,,,0.6368,0.19%,8.61%,,,46,0.02%,#VALUE!,,,114.25,-0.13%,47.03%
2/18/10,,,0.7373,0.44%,-23.43%,,,0.6418,0.79%,9.40%,,,46.2,0.44%,#VALUE!,,,114.35,0.09%,47.12%
2/19/10,,,0.7387,0.19%,-23.24%,,,0.6478,0.93%,10.33%,,,46.24,0.09%,#VALUE!,,,114.35,0.00%,47.12%
2/22/10,,,0.7358,-0.39%,-23.64%,,,0.6461,-0.26%,10.07%,,,46.15,-0.20%,#VALUE!,,,114.35,0.00%,47.12%
2/23/10,,,0.7387,0.39%,-23.24%,,,0.6467,0.09%,10.16%,,,46.25,0.22%,#VALUE!,,,114.25,-0.09%,47.03%
2/24/10,,,0.7366,-0.28%,-23.53%,,,0.648,0.20%,10.37%,,,46.27,0.04%,#VALUE!,,,114.25,0.00%,47.03%
2/25/10,,,0.7421,0.75%,-22.78%,,,0.6579,1.53%,11.89%,,,46.29,0.04%,#VALUE!,,,114.5,0.22%,47.25%
2/26/10,,,0.7321,-1.35%,-24.13%,,,0.6562,-0.26%,11.63%,,,46.05,-0.52%,#VALUE!,,,114.6,0.09%,47.34%
3/1/10,,,0.7399,1.07%,-23.06%,,,0.6678,1.77%,13.40%,,,46.01,-0.09%,#VALUE!,,,114.55,-0.04%,47.29%
3/2/10,,,0.7372,-0.36%,-23.43%,,,0.6693,0.22%,13.63%,,,46.01,0.00%,#VALUE!,,,114.55,0.00%,47.29%
3/3/10,,,0.7283,-1.21%,-24.63%,,,0.6612,-1.21%,12.42%,,,45.55,-1.00%,#VALUE!,,,114.25,-0.26%,47.03%
3/4/10,,,0.7369,1.18%,-23.45%,,,0.6653,0.62%,13.04%,,,45.82,0.59%,#VALUE!,,,114.15,-0.09%,46.94%
3/5/10,,,0.7349,-0.27%,-23.72%,,,0.6616,-0.56%,12.48%,,,45.49,-0.72%,#VALUE!,,,114.18,0.03%,46.97%
3/8/10,,,0.7346,-0.04%,-23.77%,,,0.664,0.36%,12.84%,,,45.5,0.02%,#VALUE!,,,114.15,-0.03%,46.94%
3/9/10,,,0.7361,0.20%,-23.56%,,,0.6665,0.38%,13.22%,,,45.6,0.22%,#VALUE!,,,114.1,-0.04%,46.90%
3/10/10,,,0.7322,-0.53%,-24.09%,,,0.6677,0.18%,13.40%,,,45.35,-0.55%,#VALUE!,,,114.05,-0.04%,46.86%
3/11/10,,,0.7313,-0.12%,-24.21%,,,0.6644,-0.49%,12.91%,,,45.49,0.31%,#VALUE!,,,113.95,-0.09%,46.77%
3/12/10,,,0.7271,-0.57%,-24.79%,,,0.6584,-0.90%,12.00%,,,45.48,-0.02%,#VALUE!,,,113.94,-0.01%,46.76%
3/15/10,,,0.7325,0.74%,-24.05%,,,0.6648,0.97%,12.97%,,,45.55,0.15%,#VALUE!,,,114,0.05%,46.81%
3/16/10,,,0.7268,-0.78%,-24.82%,,,0.6582,-0.99%,11.98%,,,45.45,-0.22%,#VALUE!,,,114.1,0.09%,46.90%
3/17/10,,,0.7279,0.15%,-24.67%,,,0.6538,-0.67%,11.31%,,,45.28,-0.37%,#VALUE!,,,114.08,-0.02%,46.88%
3/18/10,,,0.7351,0.99%,-23.68%,,,0.6559,0.32%,11.63%,,,45.45,0.38%,#VALUE!,,,114,-0.07%,46.81%
3/19/10,,,0.7391,0.54%,-23.14%,,,0.666,1.54%,13.17%,,,45.31,-0.31%,#VALUE!,,,114,0.00%,46.81%
3/22/10,,,0.739,-0.01%,-23.15%,,,0.6635,-0.38%,12.80%,,,45.52,0.46%,#VALUE!,,,114.1,0.09%,46.90%
3/23/10,,,0.7388,-0.03%,-23.18%,,,0.6637,0.03%,12.83%,,,45.5,-0.04%,#VALUE!,,,114,-0.09%,46.81%
3/24/10,,,0.7492,1.41%,-21.77%,,,0.6705,1.02%,13.85%,,,45.4,-0.22%,#VALUE!,,,114,0.00%,46.81%
3/25/10,,,0.7494,0.03%,-21.75%,,,0.6719,0.21%,14.06%,,,45.5,0.22%,#VALUE!,,,114.08,0.07%,46.88%
3/26/10,,,0.7464,-0.40%,-22.15%,,,0.6709,-0.15%,13.91%,,,45.16,-0.75%,#VALUE!,,,114.08,0.00%,46.88%
3/29/10,,,0.7427,-0.50%,-22.64%,,,0.668,-0.43%,13.48%,,,44.94,-0.49%,#VALUE!,,,114.08,0.00%,46.88%
3/30/10,,,0.7458,0.42%,-22.22%,,,0.6627,-0.79%,12.69%,,,45.06,0.27%,#VALUE!,,,114,-0.07%,46.81%
3/31/10,,,0.7393,-0.87%,-23.10%,,,0.6585,-0.63%,12.05%,,,44.95,-0.24%,#VALUE!,,,114,0.00%,46.81%
4/1/10,,,0.737,-0.31%,-23.41%,,,0.654,-0.68%,11.37%,,,44.79,-0.36%,#VALUE!,,,113.8,-0.18%,46.64%
4/2/10,,,0.7415,0.61%,-22.80%,,,0.658,0.61%,11.98%,,,44.74,-0.11%,#VALUE!,,,113.8,0.00%,46.64%
4/5/10,,,0.7415,0.00%,-22.80%,,,0.6543,-0.56%,11.42%,,,44.39,-0.78%,#VALUE!,,,113.75,-0.04%,46.59%
4/6/10,,,0.7475,0.81%,-21.99%,,,0.6566,0.35%,11.77%,,,44.41,0.05%,#VALUE!,,,113.8,0.04%,46.64%
4/7/10,,,0.7483,0.11%,-21.88%,,,0.6559,-0.11%,11.67%,,,44.44,0.07%,#VALUE!,,,113.75,-0.04%,46.59%
4/8/10,,,0.7485,0.03%,-21.85%,,,0.6548,-0.17%,11.50%,,,44.41,-0.07%,#VALUE!,,,113.85,0.09%,46.68%
4/9/10,,,0.7425,-0.80%,-22.65%,,,0.6506,-0.64%,10.86%,,,44.1,-0.70%,#VALUE!,,,113.85,0.00%,46.68%
4/12/10,,,0.736,-0.88%,-23.53%,,,0.6507,0.02%,10.87%,,,44.41,0.70%,#VALUE!,,,113.75,-0.09%,46.59%
4/13/10,,,0.7357,-0.04%,-23.57%,,,0.6487,-0.31%,10.56%,,,44.4675,0.13%,#VALUE!,,,113.71,-0.04%,46.56%
4/14/10,,,0.7317,-0.54%,-24.11%,,,0.6458,-0.45%,10.12%,,,44.2,-0.60%,#VALUE!,,,113.75,0.04%,46.59%
4/15/10,,,0.7386,0.94%,-23.17%,,,0.6466,0.12%,10.24%,,,44.32,0.27%,#VALUE!,,,113.8,0.04%,46.64%
4/16/10,,,0.7415,0.39%,-22.78%,,,0.6496,0.46%,10.71%,,,44.3,-0.05%,#VALUE!,,,113.95,0.13%,46.77%
4/19/10,,,0.7431,0.22%,-22.56%,,,0.6552,0.86%,11.57%,,,44.72,0.95%,#VALUE!,,,113.9,-0.04%,46.72%
4/20/10,,,0.7437,0.08%,-22.48%,,,0.6504,-0.73%,10.83%,,,44.5,-0.49%,#VALUE!,,,113.85,-0.04%,46.68%
4/21/10,,,0.7472,0.47%,-22.01%,,,0.6495,-0.14%,10.70%,,,44.54,0.09%,#VALUE!,,,113.9,0.04%,46.72%
4/22/10,,,0.752,0.64%,-21.37%,,,0.6507,0.18%,10.88%,,,44.52,-0.05%,#VALUE!,,,113.85,-0.04%,46.68%
4/23/10,,,0.7485,-0.47%,-21.83%,,,0.6509,0.03%,10.91%,,,44.42,-0.23%,#VALUE!,,,113.85,0.00%,46.68%
4/26/10,,,0.7499,0.19%,-21.65%,,,0.6466,-0.66%,10.25%,,,44.33,-0.20%,#VALUE!,,,113.92,0.06%,46.74%
4/27/10,,,0.7559,0.80%,-20.85%,,,0.6542,1.18%,11.43%,,,44.41,0.18%,#VALUE!,,,113.8,-0.11%,46.64%
4/28/10,,,0.7616,0.75%,-20.09%,,,0.6596,0.83%,12.25%,,,44.54,0.29%,#VALUE!,,,113.8,0.00%,46.64%
4/29/10,,,0.7551,-0.85%,-20.95%,,,0.6535,-0.92%,11.33%,,,44.61,0.16%,#VALUE!,,,113.9,0.09%,46.72%
4/30/10,,,0.7518,-0.44%,-21.38%,,,0.6533,-0.03%,11.30%,,,44.2,-0.92%,#VALUE!,,,113.9,0.00%,46.72%
5/3/10,,,0.7586,0.90%,-20.48%,,,0.6561,0.43%,11.73%,,,44.46,0.59%,#VALUE!,,,113.65,-0.22%,46.51%
5/4/10,,,0.767,1.11%,-19.37%,,,0.6607,0.70%,12.43%,,,44.62,0.36%,#VALUE!,,,113.52,-0.11%,46.39%
5/5/10,,,0.7758,1.15%,-18.23%,,,0.6608,0.02%,12.44%,,,44.82,0.45%,#VALUE!,,,113.6,0.07%,46.46%
5/6/10,,,0.7881,1.59%,-16.64%,,,0.6716,1.63%,14.08%,,,45.29,1.05%,#VALUE!,,,113.62,0.02%,46.48%
5/7/10,,,0.7861,-0.25%,-16.89%,,,0.6785,1.03%,15.10%,,,45.4,0.24%,#VALUE!,,,113.7,0.07%,46.55%
5/10/10,,,0.7775,-1.09%,-17.99%,,,0.6676,-1.61%,13.50%,,,44.84,-1.23%,#VALUE!,,,113.63,-0.06%,46.49%
5/11/10,,,0.7865,1.16%,-16.83%,,,0.6688,0.18%,13.68%,,,45.1,0.58%,#VALUE!,,,113.65,0.02%,46.51%
5/12/10,,,0.791,0.57%,-16.26%,,,0.6732,0.66%,14.33%,,,45.08,-0.04%,#VALUE!,,,113.65,0.00%,46.51%
5/13/10,,,0.7957,0.59%,-15.66%,,,0.6822,1.34%,15.67%,,,45,-0.18%,#VALUE!,,,113.6,-0.04%,46.46%
5/14/10,,,0.8071,1.43%,-14.23%,,,0.687,0.70%,16.37%,,,45.2,0.44%,#VALUE!,,,113.65,0.04%,46.51%
5/17/10,,,0.8131,0.74%,-13.49%,,,0.695,1.16%,17.54%,,,45.51,0.69%,#VALUE!,,,113.7,0.04%,46.55%
5/18/10,,,0.8092,-0.48%,-13.97%,,,0.6926,-0.35%,17.19%,,,45.51,0.00%,#VALUE!,,,113.7,0.00%,46.55%
5/19/10,,,0.8119,0.33%,-13.63%,,,0.6969,0.62%,17.81%,,,46.27,1.67%,#VALUE!,,,113.65,-0.04%,46.51%
5/20/10,,,0.8084,-0.43%,-14.06%,,,0.6972,0.04%,17.86%,,,46.8,1.15%,#VALUE!,,,113.75,0.09%,46.59%
5/21/10,,,0.7952,-1.63%,-15.70%,,,0.6913,-0.85%,17.01%,,,46.9,0.21%,#VALUE!,,,113.78,0.03%,46.62%
5/24/10,,,0.8061,1.37%,-14.33%,,,0.6927,0.20%,17.21%,,,46.97,0.15%,#VALUE!,,,113.75,-0.03%,46.59%
5/25/10,,,0.8144,1.03%,-13.30%,,,0.6968,0.59%,17.81%,,,47.49,1.11%,#VALUE!,,,113.75,0.00%,46.59%
5/26/10,,,0.8181,0.45%,-12.84%,,,0.6944,-0.34%,17.46%,,,47.1,-0.82%,#VALUE!,,,113.9,0.13%,46.73%
5/27/10,,,0.8084,-1.19%,-14.03%,,,0.6864,-1.15%,16.31%,,,46.71,-0.83%,#VALUE!,,,113.9,0.00%,46.73%
5/28/10,,,0.8085,0.01%,-14.02%,,,0.69,0.52%,16.83%,,,46.31,-0.86%,#VALUE!,,,113.9,0.00%,46.73%
6/1/10,,,0.8153,0.84%,-13.17%,,,0.6815,-1.23%,15.60%,,,47.08,1.66%,#VALUE!,,,113.75,-0.13%,46.59%
6/2/10,,,0.8193,0.49%,-12.68%,,,0.683,0.22%,15.82%,,,46.89,-0.40%,#VALUE!,,,113.55,-0.18%,46.42%
6/3/10,,,0.8201,0.10%,-12.59%,,,0.6842,0.18%,16.00%,,,46.55,-0.73%,#VALUE!,,,113.65,0.09%,46.51%
6/4/10,,,0.8335,1.63%,-10.95%,,,0.69,0.85%,16.85%,,,46.85,0.64%,#VALUE!,,,113.55,-0.09%,46.42%
6/7/10,,,0.8362,0.32%,-10.63%,,,0.6898,-0.03%,16.82%,,,47.08,0.49%,#VALUE!,,,113.65,0.09%,46.51%
6/8/10,,,0.8337,-0.30%,-10.93%,,,0.6934,0.52%,17.34%,,,46.82,-0.55%,#VALUE!,,,113.65,0.00%,46.51%
6/9/10,,,0.8302,-0.42%,-11.35%,,,0.6856,-1.12%,16.21%,,,46.95,0.28%,#VALUE!,,,113.55,-0.09%,46.42%
6/10/10,,,0.8257,-0.54%,-11.89%,,,0.6815,-0.60%,15.62%,,,46.89,-0.13%,#VALUE!,,,113.6,0.04%,46.46%
6/11/10,,,0.828,0.28%,-11.61%,,,0.6875,0.88%,16.50%,,,46.76,-0.28%,#VALUE!,,,113.48,-0.11%,46.36%
6/14/10,,,0.8145,-1.63%,-13.24%,,,0.677,-1.53%,14.97%,,,46.4,-0.77%,#VALUE!,,,113.52,0.04%,46.39%
6/15/10,,,0.8112,-0.41%,-13.65%,,,0.6744,-0.38%,14.58%,,,46.41,0.02%,#VALUE!,,,113.52,0.00%,46.39%
6/16/10,,,0.8115,0.04%,-13.61%,,,0.6739,-0.07%,14.51%,,,46.43,0.04%,#VALUE!,,,113.4,-0.11%,46.29%
6/17/10,,,0.8087,-0.35%,-13.95%,,,0.6754,0.22%,14.73%,,,46.22,-0.45%,#VALUE!,,,113.5,0.09%,46.37%
6/18/10,,,0.8091,0.05%,-13.91%,,,0.6763,0.13%,14.87%,,,45.96,-0.56%,#VALUE!,,,113.5,0.00%,46.37%
6/21/10,,,0.8074,-0.21%,-14.12%,,,0.6745,-0.27%,14.60%,,,45.64,-0.70%,#VALUE!,,,113.45,-0.04%,46.33%
6/22/10,,,0.8128,0.67%,-13.45%,,,0.6734,-0.16%,14.44%,,,46,0.79%,#VALUE!,,,113.55,0.09%,46.42%
6/23/10,,,0.8123,-0.06%,-13.51%,,,0.6688,-0.68%,13.75%,,,46.185,0.40%,#VALUE!,,,113.61,0.05%,46.47%
6/24/10,,,0.8138,0.18%,-13.32%,,,0.6673,-0.22%,13.53%,,,46.4775,0.63%,#VALUE!,,,113.6,-0.01%,46.46%
6/25/10,,,0.8109,-0.36%,-13.68%,,,0.6673,0.00%,13.53%,,,46.36,-0.25%,#VALUE!,,,113.6,0.00%,46.46%
6/28/10,,,0.812,0.14%,-13.54%,,,0.6623,-0.75%,12.78%,,,46.2,-0.35%,#VALUE!,,,113.6,0.00%,46.46%
6/29/10,,,0.8205,1.05%,-12.50%,,,0.6631,0.12%,12.90%,,,46.4,0.43%,#VALUE!,,,113.5,-0.09%,46.37%
6/30/10,,,0.8136,-0.84%,-13.34%,,,0.669,0.89%,13.79%,,,46.41,0.02%,#VALUE!,,,113.55,0.04%,46.42%
7/1/10,,,0.8023,-1.39%,-14.73%,,,0.6611,-1.18%,12.61%,,,46.59,0.39%,#VALUE!,,,113.45,-0.09%,46.33%
7/2/10,,,0.7951,-0.90%,-15.62%,,,0.6588,-0.35%,12.26%,,,46.55,-0.09%,#VALUE!,,,113.35,-0.09%,46.24%
7/6/10,,,0.7908,-0.54%,-16.17%,,,0.6588,0.00%,12.26%,,,46.76,0.45%,#VALUE!,,,113.4,0.04%,46.29%
7/7/10,,,0.794,0.40%,-15.76%,,,0.6588,0.00%,12.26%,,,46.96,0.43%,#VALUE!,,,113.35,-0.04%,46.24%
7/8/10,,,0.7885,-0.69%,-16.45%,,,0.6598,0.15%,12.41%,,,46.865,-0.20%,#VALUE!,,,113.43,0.07%,46.31%
7/9/10,,,0.7912,0.34%,-16.11%,,,0.6625,0.41%,12.82%,,,46.66,-0.44%,#VALUE!,,,113.4,-0.03%,46.29%
7/12/10,,,0.7954,0.53%,-15.58%,,,0.666,0.53%,13.35%,,,46.66,0.00%,#VALUE!,,,113.15,-0.22%,46.07%
7/13/10,,,0.7862,-1.16%,-16.74%,,,0.659,-1.05%,12.30%,,,46.74,0.17%,#VALUE!,,,113.05,-0.09%,45.98%
7/14/10,,,0.784,-0.28%,-17.02%,,,0.6543,-0.71%,11.59%,,,46.71,-0.06%,#VALUE!,,,112.95,-0.09%,45.89%
7/15/10,,,0.7756,-1.07%,-18.09%,,,0.6504,-0.60%,10.99%,,,46.5,-0.45%,#VALUE!,,,112.85,-0.09%,45.80%
7/16/10,,,0.7741,-0.19%,-18.28%,,,0.6541,0.57%,11.56%,,,46.7,0.43%,#VALUE!,,,112.7,-0.13%,45.67%
7/19/10,,,0.7714,-0.35%,-18.63%,,,0.6569,0.43%,11.99%,,,47.1,0.86%,#VALUE!,,,112.7,0.00%,45.67%
7/20/10,,,0.7749,0.45%,-18.18%,,,0.6555,-0.21%,11.78%,,,47.23,0.28%,#VALUE!,,,112.8,0.09%,45.76%
7/21/10,,,0.7802,0.68%,-17.49%,,,0.6579,0.37%,12.14%,,,47.08,-0.32%,#VALUE!,,,112.75,-0.04%,45.71%
